id,query1,query2,label
10911,发烧了喝巨能清热解毒口服液有副作用,巨能清热解毒口服液的用法用量是什么,0
10912,得了肺气肿寿命还剩下几年?,我检查患有肺气肿还能活多久？,1
10913,请问肺气肿病人厌食怎么办？,肺气肿病人厌食该怎么做？,1
10914,宝宝流清鼻涕，用吃什么药？,宝宝流清鼻涕，可以吃什么药？,1
10915,肺气肿能办慢性病门诊治疗吗？,患了肺气肿可以办慢性病门诊治疗吗？,1
10916,胸膜炎做CT能查出来吗,CT能查出胸膜炎吗？,1
10917,发烧，咽痛，有痰咳嗽上呼吸道感染,发烧，咽痛，有痰咳嗽上呼吸道感染怎么治疗,1
10918,对于胸膜炎有什么治疗方法？,治疗胸膜炎有哪些方法？,1
10919,异丙托溴铵气雾剂小孩支原体肺炎能不能用,异丙托溴铵气雾剂是治疗什么疾病的？,0
10920,感冒流鼻涕头疼发热全身出虚汗有什么办法,感冒流鼻涕头疼发热全身出虚汗怎么治,1
10921,变异性哮喘怎么治疗,变异性哮喘是怎样得的,0
10922,怀孕前期感冒了怎样效果好？？？,怀孕前期感冒需要怎么做,1
10923,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,阿斯美复方甲氧那明胶囊治疗咳嗽效果怎么样,1
10924,婴儿肺炎的症状是什么？,婴儿肺炎有何症状?,1
10925,因为感冒声音沙哑怎么办,感冒引起声音沙哑该怎么治疗？,1
10926,胸膜炎在复查阶段咳嗽是患了什么毛病？,胸膜炎在复查阶段咳嗽是得了哪种疾病？,1
10927,哺乳期感冒了吃感冒药合适吗？,哺乳期感冒了可以吃感冒药吗,1
10928,宝宝胃肠性感冒的症状表现是什么,宝宝胃肠性感冒是细菌感染吗,0
10929,肺气肿属于怎样的疾病？,请问肺气肿是一种什么疾病？,1
10930,60岁得肺气肿寿命还有多少？,60岁得肺气肿还能活多长时间？,1
10931,替硝唑片的作用是什么？,替硝唑片是消炎药吗,0
10932,哺乳期感冒流鼻涕打喷嚏有什么办法,哺乳期，感冒流鼻涕打喷嚏能吃什么药？,0
10933,儿童上呼吸道感染能吃什么药好的快,儿童上呼吸道感染有痰怎么办,0
10934,感冒鼻塞流鼻涕打喷嚏怎么办,感冒引起的鼻塞流鼻涕打喷嚏有什么办法,1
10935,小儿支原体肺炎是怎么造成的？,小儿支原体肺炎传播途径有什么？,0
10936,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕应该采取什么办法？,1
10937,上呼吸道感染应该吃什么药,上呼吸道感染服用什么消炎药效果好,1
10938,发热咳嗽非新冠肺炎唯一首发症状,发热咳嗽不是新型肺炎的首发症状,1
10939,服用达肺草应该注意哪些事项,服用达肺草的注意事项有哪些,1
10940,肺大泡，肺气肿，气胸肺大泡需不需要手术？或进一步处理？,肺大泡，肺气肿，支扩伴感染，我爸的肺到底需不需要手术？,1
10941,宝宝得支原体肺炎必须有什么方法能治愈好,宝宝肺炎支原体感染的症状主要是什么？,0
10942,孩子肺炎怎么治疗能快速好起来,怎样治疗孩子肺炎好的快,1
10943,请问得了胸膜炎要注意哪些方面？,请问得了胸膜炎怎么办？,0
10944,儿童感冒流鼻涕该咋办呢,十多岁的孩子感冒流鼻涕怎么治疗,1
10945,请问胸膜炎积水了肝胀又有点痛，怎么了？,请问胸膜炎积水了肝胀又有点痛是为什么呀？,1
10946,哺乳期吃了感冒药多久可以喂奶,哺乳期发烧了，还能给宝宝吃奶吗,0
10947,排卵期感冒了吃药了能要孩子吗?,排卵期感冒了吃药了不能要孩子吗?,1
10948,5岁儿童肺炎的治疗方法?,孩子得了肺炎要怎么治疗好？,1
10949,产碱杆菌肺炎有什么样的临床表现？,产碱杆菌肺炎是什么病？,0
10950,我好像感冒了，鼻子流水不留鼻涕怎么办,我好像感冒了，鼻子流水不留鼻涕有什么办法,1
10951,肺内膜结核好了还吃补肺丸行吗,肺内膜结核好了还需要继续吃补肺丸吗,1
10952,革兰阴性杆菌肺炎的症状有哪些,革兰氏阴性菌感染应该怎么治疗？,0
10953,肺气肿早期咳嗽不断要如何治疗？,肺气肿早期咳嗽不断该如何是好？,1
10954,上呼吸道感染吃什么药孕妇六个月,六个月的孕妇上呼道感染的症状是什么,0
10955,怎样治疗肺气肿？,请问医生肺气肿怎么治疗？,1
10956,肺炎支原体发高烧如何是好？,肺炎支原体发高烧怎么处理？,1
10957,新型冠状肺炎发烧多少度,肺炎已退烧又发烧怎么办？,0
10958,儿童肺炎如何治疗最好?,儿童肺炎需要打针吗?,0
10959,乐达非热毒平颗粒功能大吗,乐达非热毒平颗粒效果好吗,1
10960,新型肺炎第二次流行上升时期,新型肺炎进入第二次流行上升期,1
10961,肺气肿的病需要手术治疗吗,患了肺气肿要做手术吗？,1
10962,服用氟康唑胶囊需要注意的事项有哪些,逸舒氟康唑胶囊的注意事项是什么,1
10963,新型冠状病毒感染的肺炎口罩,哪种口罩能有效预防新冠肺炎,1
10964,哺乳期感冒可以打点滴吗,哺乳期感冒能打点滴吗？,1
10965,得了肺炎吃什么药好的快呀？,肺炎有什么特效药？,1
10966,孩子经常流黄鼻涕吃什么药？,孩子经常流黄鼻涕能吃药吗？,1
10967,怎样确定孩子有没有得肺炎,如何判断宝宝有没有得肺炎,1
10968,胸膜炎急性胸部疼痛如何缓解,胸膜炎急性胸部疼痛怎样才能缓解,1
10969,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎的饮食注意事项是什么？,1
10970,百利阿莫西林胶囊的注意事项有哪些？,百利阿莫西林胶囊有哪些注意事项呢？,1
10971,变异性哮喘，该做什么检查确诊,变异性哮喘确诊需要做什么检查？,1
10972,香雪牌抗病毒口服液的作用大不大,流感可以服用香雪牌抗病毒口服液吗,0
10973,非典型肺炎的致病病毒属不属于超抗原？,非典型肺炎的致病病毒是不是超抗原？,1
10974,得了小儿支原体肺炎会传染给别人吗？,得了小儿支原体肺炎会不会传染给别人？,1
10975,晕车吃三九感冒灵可以吗,晕车能不能吃三九感冒灵,1
10976,感冒会引起过敏性哮喘吗？,孩子感冒引起过敏性鼻炎，想问如何治疗及预防？,0
10977,我感冒了然后擤了鼻涕耳朵，感觉有点堵，怎么办？,孩子擤鼻涕耳朵被堵了怎么办,1
10978,为什么突然得了肺气肿?,怎么会得肺气肿？,1
10979,咳漱会引发胸膜炎复发吗,咳漱有可能引发胸膜炎复发吗,1
10980,孕妇肺炎支原体抗体弱阳性是什么意思?,孕妇得了肺炎支原体抗体弱阳性用治疗吗,0
10981,请问导致肺气肿的原因有哪些？,得肺气肿一个月了，肺气肿能治好吗？,0
10982,宝宝轻微肺炎有什么症状,宝宝轻微肺炎怎么治疗？,0
10983,孕妇可以吃的感冒药有哪些牌子,孕妇可以吃什么牌子的感冒药,1
10984,孕妇感冒了能喝姜汤红糖水吗,感冒了孕妇能喝姜汤红糖水吗,1
10985,服用博祥新雪片后会过敏的吗,博祥新雪片是专治什么病的,0
10986,治疗支原体肺炎哪种药为首选,治疗支原体肺炎的方法有哪些?,0
10987,肺气肿是怎么造成的呢?,肺气肿有哪些症状？,0
10988,老公感冒期间我怀孕了有什么危害吗,老公感冒了吃什么药好,0
10989,丰鹿牌百咳静糖浆是正品药吗,痰多可以喝丰鹿牌百咳静糖浆吗,0
10990,肺癌不咯血是不是情况好转了？,肺癌会不会咯血？,0
10991,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌做过化疗后需要注意什么,0
10992,胸膜炎的治疗手段有什么？,结核性胸膜炎的治疗方法有哪些,0
10993,有哪些原因导致小儿上呼吸道感染？,小儿上呼吸道感染有哪些原因？,1
10994,怀孕期间感冒对胎儿有哪些影响,怀孕期间感冒是抵抗力差引起的吗,0
10995,孕妇有轻微感冒该怎么办？,孕妇轻微感冒应该在饮食上注意什么,0
10996,右侧胸膜炎左胸偶尔疼痛为什么,左胸偶尔疼痛是得了心脏病吗,0
10997,胸膜炎康复后喝啤酒可以吗,肺炎喝啤酒有什么危害,0
10998,肺气肿会引起的并发症有哪些？,得了肺气肿会出现什么样的并发症呢,1
10999,女孩子感冒药吃多了会不会月经推迟？,经常吃感冒药会引起月经推迟吗？,1
11000,肺炎主要高烧不退怎么办?,怎样治疗肺炎的高烧不退,1
11001,新型肺炎的症状,新型肺炎咳嗽吗,0
11002,打喷嚏流鼻涕吃什么感冒药,打喷嚏流鼻涕需要吃什么感冒药,1
11003,吃完感冒药可以吃退热药吗,感冒药里有退热药成分吗,0
11004,小孩患上呼吸道感染怎么办,小孩上呼吸道感染应该怎么做,1
11005,伊龙清热解毒口服液的效果好吗,服用伊龙清热解毒口服液能起到什么样的效果,1
11006,慢阻肺有什么护理措施？,慢阻肺有哪些护理措施？,1
11007,匹多莫德分散片成分是什么,匹多莫德分散片有哪些成分,1
11008,不发烧咳嗽会得胸膜炎吗,胸膜炎胸痛怎么缓解,0
11009,咳嗽变异性哮喘怎么治？,咳嗽变异性哮喘如何治疗？,1
11010,绿脓杆菌肺炎的治疗方法有哪些,治疗绿脓杆菌肺炎有什么方案？,1
11011,23价肺炎疫苗有必要打吗,13价肺炎疫苗宝宝能打吗,0
11012,阿莫西林胶囊孕妇能吃吗,阿莫西林有耐药性吗,0
11013,怀孕期间感冒可以喝姜汤吗？,怀孕期间感冒用不用吃药,0
11014,小宝宝感冒流鼻涕咋办,小宝宝感冒流鼻涕怎么办才好,1
11015,怀孕2个月感冒了，怎么办啊？,怀孕2个月感冒了该咋办,1
11016,总是感冒流鼻涕怎么治疗,一直感冒流鼻涕怎么办,1
11017,感冒引起耳朵疼怎么办？,感冒会发生病变吗？,0
11018,宝宝是否得了新生儿支原体肺炎？,宝宝得了肺炎，为什么要查衣原体和支原体？,0
11019,结核胸膜炎在哪种情况下会发热,治愈后结核胸膜炎患者发热是不是复发,0
11020,儿童感冒应该注意什么？,儿童感冒了可以服用快克吗,0
11021,吸氧对肺气肿好吗？,肺气肿吸氧有作用吗？,1
11022,肺气肿在食物上有哪些能吃哪些不能吃？,肺气肿可治愈吗？,0
11023,过敏性哮喘能吃什么水果,适合过敏性哮喘患者吃的水果有哪些,1
11024,感冒肺炎，住院三天医生说可以出院,感冒肺炎，住院三天医生说已经可以出院了,1
11025,请问利君沙和甲硝唑吃完有会药物反应吗,甲硝锉和什么药会药物反应？,0
11026,治胸膜炎用什么中成药好,治胸膜炎期间应该注意什么,0
11027,结核胸膜炎能同时喝补血的吗,结核胸膜炎不能干什么,0
11028,请问肝功能不全的人可以服用罗红霉素片吗,肝功能不全是什么病,0
11029,信韦灵利巴韦林气雾剂的作用效果大吗,1岁的幼儿可以用信韦灵利巴韦林气雾剂吗,0
11030,请问四岁宝宝三天前检查出肺炎怎么办？,宝宝得了肺炎怎样治疗,1
11031,哮喘怎么就突然间好了？,为什么哮喘突然就好了？,1
11032,百令胶囊长时间服用会有问题吗?,百令胶囊是否可以长时间服用?,1
11033,怀孕感冒吃了感冒清怎么办,怀孕感冒吃了感冒清该怎么办才好,1
11034,金桥千里光胶囊有没有不良反应呢,金桥千里光胶囊有治疗鼻炎的功效吗,0
11035,请问导致肺气肿的原因有哪些？,治肺气肿的最佳方法？,0
11036,支原体衣原体尿道炎用罗红霉素怎么样,支原体衣原体尿道炎是什么病？,0
11037,肺炎咳嗽的症状是什么?,肺炎的咳嗽症状是什么样子的？,1
11038,宝宝上呼吸道感染反复发烧该如何治疗,宝宝上呼吸道感染反复发烧该怎样进行治疗,1
11039,咳嗽支气管炎能不能吃消银颗粒吗,消银颗粒有哪些适应症？,0
11040,如何确认新型冠状性肺炎,下肺炎症，冠状动脉粥样硬化,0
11041,胸膜炎抽水出血丝是什么原因？,胸膜炎抽水出血丝是什么情况？,1
11042,感谢复方甘草口服溶液治好我的病,婴幼儿服用复方甘草口服溶液有副作用吗,0
11043,丰鹿牌百咳静糖浆质量有保障吗,丰鹿牌百咳静糖浆有安全保障吗,1
11044,肺气肿呼吸困难，气短，乏力怎么办,肺气肿呼吸困难是怎么回事？,0
11045,怀孕26周了，感冒可以喝生姜水吗？,孕38周感冒发热37.5，可以用药吗？,0
11046,利巴韦林颗粒三个月小孩子有肺炎可以用不,利巴韦林颗粒有什么功效？,0
11047,大叶肺炎必须输够两个疗程吗,大叶肺炎输够两个疗程能好吗？,0
11048,肺气肿病情轻重分类有哪些？,肺气肿临床表现症状轻重与什么有关,0
11049,鼻痛鼻涕有血丝是鼻癌吗,鼻痛鼻涕有血丝是不是上火引起的,0
11050,胸膜炎会引起双侧肋骨疼吗?,双侧肋骨疼需要拍片吗,0
11051,在徐州云龙区哪里有卖雷氏大补阴丸的呢,服用雷氏大补阴丸忌辛辣食物吗,0
11052,冠状病毒感染性肺炎潜伏期,肺炎表现是怎样的,0
11053,肺气肿和肺大泡的区别?,肺气肿病人最明显的表现有哪些呢?,0
11054,怀孕45天，严重感冒怎么治？,怀孕45天的妈妈严重感冒有什么办法,1
11055,怀孕能吃阿莫西林胶囊吗,怀孕7个月能不能吃阿莫西林胶囊?,0
11056,氨曲南输液时血管会痛是为啥？,氨曲南输液时血管会痛该怎么办？,0
11057,有哪些能治疗肺气肿的药物?,肺气肿能治好吗？,0
11058,哺乳期感冒了能吃感冒药吗,哺乳期感冒了有什么办法,1
11059,23价肺炎疫苗需要多少钱,23价肺炎疫苗。需要打几次。,0
11060,新生儿得了肺炎怎么办,宝宝得了感冒应注意什么,0
11061,肺炎支原体是通过什么传染的?,肺炎支原体感染是什么病,0
11062,经常感冒是怎么回事啊？,为什么经常感冒？,1
11063,胸膜炎患者康复后能不能多喝苦菜泡茶吗,胸膜炎患者康复后多喝苦菜泡茶可以吗,1
11064,鼻痛鼻涕有血丝是鼻癌吗,鼻咽癌的早期症状有哪些？,0
11065,扁桃体经常反复请问还需要补充什么吗,扁桃体炎的反复是什么意思,0
11066,小儿支原体肺炎但是不咳嗽，是否严重？,小儿支原体肺炎怎么治？,0
11067,治疗哮喘效果最好的方法是什么？,哮喘治疗的最佳方法是什么？,1
11068,下午头痛加重并且一直上呼吸道感染怎么办？,头痛并且上呼吸道感染，下午头痛加重怎么办？,1
11069,"哮喘,咳嗽,气喘的能吃孟鲁司特钠片吗",孟鲁司特钠片有什么副作用？,0
11070,23价肺炎疫苗该打吗?,23价肺炎疫苗可以不打吗,1
11071,药店可以买到新博柴黄颗粒吗大概多少钱,新博柴黄颗粒现在的售价是多少,1
11072,小孩细菌性感冒需要挂几天液体,小孩细菌性感冒需要多久好,1
11073,哮喘是上呼吸道感染吗？,哮喘和上呼吸道感染一样吗？,1
11074,云南白药复方牛黄消炎胶囊能治疗感冒吗,云南白药复方牛黄消炎胶囊里面有什么成分,0
11075,怀孕期间吃了感冒药对胎儿有没有影响?,怀孕期间吃了感冒药有影响没有?,1
11076,依托红霉素片不知道一次喝几片,依托红霉素片多少钱在哪买？,0
11077,胸膜炎症状吃什么药，可以治疗,胸膜炎症状吃什么药比较好,0
11078,孩子肺炎怎么治疗好得快一点,孩子得了肺炎要怎么治疗好？,1
11079,阿莫西林胶囊吃了20粒后果会怎么样,阿莫西林胶囊吃了20粒会导致什么样后果,1
11080,治胸膜炎用什么中成药好,治胸膜炎的方法,0
11081,患有哮喘病怎么治？,如何治疗哮喘病？,1
11082,得了支原体肺炎能否服用顺尔宁？,请问顺尔宁能治疗支原体肺炎吗？,1
11083,哺乳期可以吃三九感冒灵颗粒吗,哺乳期吃了感冒药要过多久才能喂奶,0
11084,肺气肿能治好吗怎么治？,肺气肿患者饮食上应该吃什么？,0
11085,3岁小孩肺炎症状是怎样的?,3岁孩子肺炎该如何用药,0
11086,病毒性感冒一般几天能好,病毒性感冒要几天才能好？,1
11087,孕妇咳嗽的时候喝泻白糖浆有没有用,孕妇咳嗽的厉害可以喝泻白糖浆吗,1
11088,"1岁半宝宝,反复肺炎,怎么办",宝宝反复肺炎怎样治疗,1
11089,慢阻肺肺气肿好多年胸闷气短该怎么办？,慢阻肺肺气肿胸闷气短如何是好？,1
11090,请问肺气肿患者发病时气喘怎么办？,"肺气肿患者发病时,气喘怎么办呢？",1
11091,孕妇上呼吸道感染吃什么药?,孕妇上呼道感染怎样治疗,1
11092,阿奇霉素片是治疗什么的？,阿奇霉素片的适应症有什么呢？,1
11093,过敏性哮喘患者什么食物不能吃？,过敏性哮喘是什么？,0
11094,感冒头痛全身酸痛眼睛迷糊怎么回事,感冒头痛全身酸痛眼睛迷糊是什么原因,1
11095,过敏性哮喘的治疗方法有哪些?,过敏性哮喘病的病因是什么？,0
11096,"嗓子疼上不来气,流黄鼻涕怎么回事",流黄鼻涕，伴有嗓子疼是怎么了？,1
11097,乐达非热毒平颗粒功能大吗,乐达非热毒平颗粒的功效怎么样,1
11098,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎饮食的注意事项是什么？,1
11099,哺乳期可以用红霉素软膏吗,红霉素软膏治什么病？,0
11100,百利阿莫西林胶囊的注意事项有哪些？,百利阿莫西林胶囊的用法用量？,0
11101,检查有没胸膜炎要做什么检查,检查胸膜炎需要做什么检查,1
11102,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染吃什么药？,0
11103,孕妇上呼吸道感染吃什么药?,受凉会引起孕妇上呼道感染吗,0
11104,感冒流鼻涕头疼发热全身出虚汗有什么办法,感冒流鼻涕头疼发热全身出虚汗怎么治,1
11105,消化不良能不能服用百补增力丸,百补增力丸能治消化不良吗,1
11106,请问胸膜炎一般是怎样引起的？,请问胸膜炎怎么治疗？,0
11107,请问肺气肿怎么回事怎么治疗呢？,肺气肿哪个医院看的好？,0
11108,众生丸饭后使用吗服用是需要注意什么呢,服用众生丸需要忌口吗,1
11109,孕妇感冒了，对胎儿有影响吗？,怀孕前吃的感冒药对胎儿有什么影响？,0
11110,如何判断是否患有变异性哮喘,变异性哮喘吃什么好？,0
11111,得了肺气肿不能吃什么？,肺气肿是不能吃什么的呢？,1
11112,宝宝哮喘性支气管炎怎么办,哮喘性支气管炎有什么症状？,0
11113,怎样治疗过敏性哮喘最好,什么是过敏性哮喘？,0
11114,修正牌阿莫西林胶囊每粒是多少克呢,哪个牌子的阿莫西林胶囊效果好,0
11115,您好，我爸肺气肿好多年，能吃补肺丸吗？,多年肺气肿可以吃吃补肺丸吗,1
11116,购买新博柴黄颗粒是多少钱呢,新博柴黄颗粒幼儿用量大概多少,0
11117,肺气肿可以彻底治好吗?,关于肺气肿，平时怎样预防治疗？,0
11118,哮喘转成慢阻肺能治好么,哮喘转成慢阻肺能治愈吗,1
11119,怎样治疗老年人的慢支肺气肿,老年人得了慢支肺气肿怎么办,1
11120,咳嗽变异性哮喘可以彻底治愈吗,咳嗽变异性哮喘是怎样诊断的,0
11121,感冒后为什么耳朵发烧变红,感冒后有什么症状,0
11122,哺乳期腹股沟淋巴结肿大有什么方法,哺乳期腹股沟淋巴结肿大怎么治,1
11123,怀孕四个多月感冒了，可不可以喝红糖姜茶？,孕妇感冒了喝红糖姜水可以吗,1
11124,哪些是适宜肺气肿病人的饮食?,哪些饮食适宜肺气肿病人吃？,1
11125,小儿支原体肺炎能用中医治疗吗？,中医能否医治小儿支原体肺炎？,1
11126,肺气肿患者饮食的注意事项是什么？,气短的肺气肿患者怎么治疗啊？,0
11127,女孩子感冒药吃多了会不会月经推迟？,一般感冒药吃多会对身体造成伤害吗,0
11128,患了胸膜炎正在吃药治疗能喝酒吗,请问胸膜炎有哪些症状？,0
11129,宝宝有必要打肺炎疫苗吗？,宝宝打肺炎疫苗没有用吗？,0
11130,今年体检出有肺气肿象征，什么意思,肺气肿什么治疗方法好？,0
11131,早期肺气肿用什么药治疗?,肺气肿吃什么营养品？,0
11132,肺力咳合剂效果不太理想需吃什么药代替？,肺力咳合剂效果太好能吃什么药？,1
11133,23价肺炎疫苗要不要打,肺炎支原体无症状怎么办,0
11134,孩子咳嗽吃罗红霉素行不行,小孩感冒咳嗽可以吃罗红霉素吗,1
11135,宝宝感冒流鼻涕打喷嚏怎么办好？,宝宝打喷嚏流鼻涕如何是好,1
11136,孕妇8个月可以吃四季感冒片吗,怀8个月宝宝的孕妇吃四季感冒片行吗,1
11137,依托红霉素片不知道一次喝几片,依托红霉素片治疗什么病,0
11138,多潘立酮混悬液和什么药物吃有反应,多潘立酮混悬液和什么药物吃会起反应？,1
11139,咳嗽是新冠肺炎吗,宝宝咳嗽老不好，会是肺炎吗？肺炎的话光喝药是不是不容易好？,0
11140,一般肺炎要治疗多久才能痊愈,肺炎一般要治多久才可以好？,1
11141,肺气肿可以喝补肺丸吗？,肺气肿吃补肺丸几盒才能治好？,0
11142,小儿支原体肺炎咳嗽该吃什么药？,小儿支原体肺炎咳嗽吃什么药有效？,1
11143,兆康金莲花胶囊的价格到底是多少,兆康金莲花胶囊什么价格,1
11144,堵塞性肺气肿和肺大泡去医院看行吗？,堵塞性肺气肿和肺大泡如何治疗？,1
11145,因为感冒声音沙哑怎么办,感冒之后嗓子沙哑怎么治疗,1
11146,五个月的宝宝适合用左氧氟沙星滴眼液嘛？,左氧氟沙星滴眼液能给五个月的宝宝使用吗？,1
11147,小儿支原体肺炎的饮食需要注意吗？,怎么治疗小儿支原体肺炎？,0
11148,老年人吃百令胶囊能喝鸽子汤吗？,老年人吃百令胶囊和鸽子汤对病情有帮助吗？,0
11149,小孩上呼吸道感染咳嗽吃什么药,小孩上呼道感染能引起咳嗽吗,0
11150,我老爸哮喘好辛苦，请问可以吃洋参吗,西洋参对小孩的哮喘有用吗？,0
11151,治疗哮喘效果最好的方法是什么？,哮喘治疗的最佳方法是什么？,1
11152,早期肺气肿用什么药治疗?,早期肺气肿吃什么药治疗？,1
11153,感冒后同吃阿莫西林胶囊和感叹号有副作用吗,阿莫西林胶囊和感叹号的药性相同吗,0
11154,兆康金莲花胶囊什么价格,兆康金莲花胶囊和金银花的功效一样吗,0
11155,肺功能正常可不可以排除肺气肿？,肺功能正常，能否排除肺气肿？,1
11156,小孩抗肺炎支原体抗体lgm阳性怎么办,小孩抗肺炎支原体抗体lgm阳性怎么处理,1
11157,请问怀孕早期感冒对胎儿有影响吗？,怀孕感冒慢严舒柠可以吃吗？,0
11158,身上有芥疮，晚上感觉手臂上痒痒的是什么病,身上有芥疮，感觉手臂瘙痒是怎么回事,1
11159,小孩子只咳嗽不发烧也会导致肺炎吗,小孩子只咳嗽不发烧会不会引起肺炎,1
11160,过敏性咳嗽会引起哮喘吗？,过敏性鼻炎和肺炎会导致哮喘嘛？,0
11161,流鼻涕鼻塞有什么办法？是不是感冒了？,孩子流鼻涕鼻塞是鼻炎吗,0
11162,得过胸膜炎以后再发烧会胸疼吗,得过胸膜炎以后发烧胸会疼吗,1
11163,早产儿现在刚一个月感冒了该怎么治疗啊？,早产儿感冒了适合用什么药？,0
11164,宝宝一直流鼻涕该怎么做？,宝宝老是流鼻涕怎么办？,1
11165,新型冠状病毒性肺炎症状,间质性肺炎哪治的好？,0
11166,罗红霉素长时间吃会有什么副作用吗,罗红霉素长时间吃会不会治好病,0
11167,小孩肠胃感冒怎么办什么症状,小孩肠胃感冒严重吗？,0
11168,肠胃感冒有什么症状？,肠胃感冒症状表现为什么？,1
11169,肺气肿引发心脏问题能打感冒预防针吗,肺气肿会引发心脏问题吗,0
11170,请问百令胶囊一天吃多少？,请问百令胶囊的效果怎么样？,0
11171,肺气肿患者为什么容易气短?,肺气肿患者会有哪些病理症状？,0
11172,感冒了，能不能给宝宝喂奶,妈妈感冒了能给宝宝喂奶吗,1
11173,患有了肺气肿了，该怎么治疗？,患有了肺气肿在饮食上要注意哪些呢？,0
11174,过敏性哮喘的最好治疗方法是什么,治疗肺炎要吃什么药？,0
11175,肺气肿病人如何注意饮食？,肺气肿病人应该怎么注意饮食？,1
11176,上呼吸道感染可以吃罗红霉素吗？,上呼吸道感染能吃罗红霉素吗？,1
11177,怀孕25周晚上突然胎动频繁,孕25周胎动突然很频繁怎么回事,1
11178,剧烈运动后喝水为什么会得胸膜炎,为什么剧烈运动后喝水会得胸膜炎,1
11179,过敏性哮喘最佳的治疗方法是什么,什么是过敏性哮喘治疗最好的方法？,1
11180,患有了肺气肿了，该怎么治疗？,患有了肺气肿的原因会有哪些呢？,0
11181,大动脉手术引起胸膜炎吗,大动脉手术有引起胸膜炎的可能吗,1
11182,哺乳期感冒吃什么药能好？,哺乳期妈妈感冒用和宝宝分开吗？,0
11183,孩子感冒吃什么药好呢？,孩子感冒需要服用哪些药？,0
11184,米氏链球菌肺炎如何诊断检查,米氏链球菌肺炎要注意什么？,0
11185,葵花小儿肺热咳喘颗粒主要成分是什么,孩子风热咳嗽鼻塞流鼻涕能喝小儿肺热咳喘颗粒吗,0
11186,儿童上呼吸道感染吃什么药,儿童上呼道感染需要吃什么药,1
11187,上呼道感染怎么治疗,什么药治疗上呼道感染,1
11188,上呼吸道过敏综合征是什么病,上呼吸道过敏综合征指什么病？,1
11189,婴儿发烧咳嗽能不能引起肺炎,咳嗽的诱因是什么,0
11190,孩子流鼻涕流眼泪，怎么办才好,宝宝流鼻涕打喷嚏，请问是鼻炎吗,0
11191,怀孕期间吃了感冒药有没有影响?,怀孕期间吃了感冒药对胎儿有没有影响?,1
11192,请问那个氟康唑胶囊吃多了会怎么样？,请问那个氟康唑胶囊吃多了怎么办,0
11193,肺气肿和肺炎有什么区别,肺气肿传播途径有哪些？,0
11194,51岁得了肺气肿能活多久?,老人肺气肿严重吗？,0
11195,小孩肺炎的早期什么症状,哪些是小孩肺炎的早期症状,1
11196,怀孕前期感冒了怎么办？？？,怀孕前期感冒了怎样效果好？？？,1
11197,结核性渗出性胸膜炎是什么病,结核性渗出性胸膜炎有什么治疗方法？,0
11198,肺炎支原体是阳性是怎么引起的,肺炎支原体阳性是什么引起的？,1
11199,5岁小孩感冒流鼻涕咳嗽吃什么药物,有没有什么药能把5岁小孩流鼻涕咳嗽治好,1
11200,武汉不明原因肺炎潜伏期多久,武汉不明原因肺炎症状,0
11201,做什么检查能确诊哮喘？,哮喘病发病怎么治？,0
11202,顺尔宁孟鲁司特钠颗粒的效果如何,顺尔宁孟鲁司特钠颗粒治疗哮喘的效果如何,1
11203,咳嗽变异性哮喘的病因是什么？,咳嗽变异性哮喘症状是什么？,0
11204,怀孕了，但是感冒不能吃药，能喝煮的姜水吗？,孕38周感冒发热37.5，可以用药吗？,0
11205,怀孕21周，感冒了有什么办法？,怀孕期间不小心感冒了该怎么办？,1
11206,肺气肿要如何保养，吃什么好？,肺气肿应该怎么保养吃些什么好？,1
11207,肺气肿能办慢性病门诊治疗吗？,肺气肿是慢性病吗？,0
11208,请问有什么好的办法可以预防感冒的发生？,预防感冒的办法是什么,1
11209,四环素片治疗支原体衣原体阳性吗,支原体衣原体阳性吃四环素可以痊愈吗,1
11210,克拉霉素胶囊阿维克的作用是什么？,克拉霉素胶囊阿维克有什么功效？,1
11211,肺气肿能吃什么食物?不能吃什么食物,肺气肿吃什么治疗效果好？,0
11212,得了肺气肿的人能活多久？,得了肺气肿能存活多久？,1
11213,胸膜炎能在幼儿园上班吗,胸膜炎能在幼儿园工作可以吗,1
11214,上呼吸道感染引起的病毒性感冒,7个月宝宝病毒性感冒引起上呼吸道感染，吃,0
11215,新四方清热解毒口服液是西药吗主治什么呢,新四方清热解毒口服液是不是西药呢主要治疗什么病,1
11216,过敏性咳嗽和过敏性哮喘有什么区别,过敏性哮喘的症状是什么？,0
11217,婴幼儿肺炎的表现是什么,婴幼儿肺炎有什么症状,1
11218,肺气肿病人不想吃东西怎么办,针对肺气肿病人厌食该如何治疗,1
11219,孕妇感冒能不能喝板蓝根,孕妇感冒了能不能喝板蓝根？,1
11220,感冒会引起过敏性哮喘吗？,感冒是否会诱发过敏性哮喘吗？,1
11221,问一下头孢丙烯干混悬剂适宜一岁宝宝吃吗？,问一下头孢丙烯干混悬剂有没有副作用？,0
